identifier,numunitid,count,min,max,mean,quantile_10,quantile_20,quantile_30,quantile_40,quantile_50,quantile_60,quantile_70,quantile_80,quantile_90
current smoker,273,3,0.0,1.0,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
current smoker,4286,2,6.0,30.0,18.0,6.0,6.0,6.0,6.0,30.0,30.0,30.0,30.0,30.0
current smoker,3038,2,1.0,25.0,13.0,1.0,1.0,1.0,1.0,25.0,25.0,25.0,25.0,25.0
current smoker,1777,2,1.0,8.0,4.5,1.0,1.0,1.0,1.0,8.0,8.0,8.0,8.0,8.0
current smoker,845,2,20.0,25.0,22.5,20.0,20.0,20.0,20.0,25.0,25.0,25.0,25.0,25.0
current smoker,382,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
current smoker,54,2,15.0,20.0,17.5,15.0,15.0,15.0,15.0,20.0,20.0,20.0,20.0,20.0
current smoker,373,2,5.0,15.0,10.0,5.0,5.0,5.0,5.0,15.0,15.0,15.0,15.0,15.0
current smoker,2878,2,4.0,7.0,5.5,4.0,4.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0
current smoker,1792,1,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67
current smoker,7713,1,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
current smoker,1456,1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
current smoker,4712,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
current smoker,15962,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
current smoker,290,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
current smoker,1296,1,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
current smoker,242,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
current smoker,480,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
current smoker,45,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
current smoker,1637,1,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
current smoker,8786,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
current smoker,245,1,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0
current smoker,1772,1,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2
current smoker,2872,1,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
depression,25,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
depression,63,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
diabetes_type1,153,3,24.0,46.0,34.666668,24.0,24.0,34.0,34.0,34.0,34.0,34.0,46.0,46.0
diabetes_type1,288,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
diabetes_type2,806,67,0.0,14.0,3.4477613,0.0,0.0,0.0,0.0,1.0,2.0,7.0,7.0,7.0
epigastric_pain,256,1,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
epilepsy,248,137,0.0,12.0,0.53321165,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,1.0
epilepsy,736,37,0.0,10.0,0.4054054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
epilepsy,45,31,0.0,4.0,0.22580644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
epilepsy,1647,8,0.0,2.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
epilepsy,1448,6,0.0,10.0,3.3333333,0.0,0.0,3.0,3.0,3.0,3.0,4.0,4.0,10.0
epilepsy,9542,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
epilepsy,1173,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
epilepsy,308,3,0.0,2.0,0.6666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
epilepsy,480,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
epilepsy,418,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
epilepsy,4509,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
epilepsy,925,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
epilepsy,4355,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ex-smoker,118,1010,0.0,1994.0,7.7356434,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,20.0
ex-smoker,40,397,0.0,200.0,16.133501,2.0,5.0,10.0,10.0,12.0,20.0,20.0,20.0,30.0
ex-smoker,39,346,0.0,80.0,12.881503,1.0,4.0,6.0,10.0,10.0,12.0,15.0,20.0,20.0
ex-smoker,98,327,0.0,60.0,3.5045872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0
ex-smoker,247,224,0.0,60.0,5.575893,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,20.0
ex-smoker,309,76,0.0,76.0,31.038815,0.25,5.0,20.0,27.0,32.0,35.0,44.0,49.0,59.0
ex-smoker,121,71,0.0,60.0,13.718309,2.0,5.0,10.0,10.0,10.0,12.0,20.0,20.0,20.0
ex-smoker,117,64,0.0,40.0,14.359375,3.0,7.0,10.0,10.0,10.0,15.0,20.0,20.0,30.0
ex-smoker,244,49,0.0,40.0,3.010204,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0
ex-smoker,299,24,0.0,3.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
ex-smoker,242,17,1.0,100.0,19.82353,1.0,1.0,2.0,2.0,4.0,7.0,12.0,50.0,50.0
ex-smoker,1249,16,1.0,60.0,13.9375,2.0,2.0,5.0,8.0,15.0,15.0,20.0,20.0,25.0
ex-smoker,120,10,0.0,80.0,17.4,3.0,5.0,5.0,8.0,8.0,8.0,20.0,20.0,25.0
ex-smoker,308,9,1965.0,2017.0,1989.4445,1974.0,1980.0,1980.0,1981.0,1985.0,1993.0,2000.0,2000.0,2010.0
ex-smoker,128,9,0.0,50.0,13.333333,1.0,5.0,5.0,10.0,10.0,14.0,15.0,15.0,15.0
ex-smoker,703,9,1.0,20.0,4.2222223,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,7.0
ex-smoker,298,8,0.0,4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ex-smoker,1551,6,0.0,1.0,0.6666667,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ex-smoker,787,6,0.0,6.0,2.8333333,1.0,1.0,1.0,1.0,4.0,4.0,5.0,5.0,6.0
ex-smoker,439,6,0.0,4.0,0.8333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0
ex-smoker,927,4,3.0,20.0,10.75,3.0,6.0,6.0,6.0,14.0,14.0,14.0,14.0,20.0
ex-smoker,2230,4,10.0,20.0,13.75,10.0,10.0,10.0,10.0,15.0,15.0,15.0,15.0,20.0
ex-smoker,1567,4,5.0,10.0,8.0,5.0,7.0,7.0,7.0,10.0,10.0,10.0,10.0,10.0
ex-smoker,2200,2,10.0,20.0,15.0,10.0,10.0,10.0,10.0,20.0,20.0,20.0,20.0,20.0
ex-smoker,443,2,1.0,2.0,1.5,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
ex-smoker,2490,2,1980.0,1983.0,1981.5,1980.0,1980.0,1980.0,1980.0,1983.0,1983.0,1983.0,1983.0,1983.0
ex-smoker,141,2,10.0,50.0,30.0,10.0,10.0,10.0,10.0,50.0,50.0,50.0,50.0,50.0
ex-smoker,243,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
ex-smoker,1253,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
ex-smoker,8975,1,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
ex-smoker,2700,1,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
ex-smoker,1874,1,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0
ex-smoker,776,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
ex-smoker,129,1,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
ex-smoker,1900,1,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
ex-smoker,67,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
ex-smoker,3547,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
fatigue_malaise,25,980,0.0,3.0,0.7622449,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0
fatigue_malaise,262,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
fatigue_malaise,63,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
ferritin,283,756,0.5,2830.0,138.11732,13.0,22.0,32.0,47.0,64.0,90.0,128.0,182.0,284.0
ferritin,233,61,5.0,1359.0,160.1623,14.0,17.0,34.0,55.0,72.0,140.0,187.0,216.0,304.0
ferritin,288,7,12.0,917.0,228.11429,28.8,28.8,107.0,107.0,133.0,176.0,176.0,223.0,223.0
ferritin,139,4,2.33,4.1,3.2599998,2.33,3.04,3.04,3.04,3.57,3.57,3.57,3.57,4.1
ferritin,183,1,412.0,412.0,412.0,412.0,412.0,412.0,412.0,412.0,412.0,412.0,412.0,412.0
ferritin,276,1,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0
ferritin,666,1,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0
folate_deficiency,283,4,2.46,8.4,4.2025,2.46,2.95,2.95,2.95,3.0,3.0,3.0,3.0,8.4
fracture_wrist,218,26,3.9,5.4,4.5076923,4.2,4.2,4.4,4.4,4.5,4.6,4.6,4.7,4.9
git_bleed,63,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
glucose,218,256395,0.0,203234.0,7.454604,4.5,4.8,5.1,5.3,5.6,6.0,6.6,7.7,10.2
glucose,154,767,3.3,106.0,7.262323,4.7,5.0,5.3,5.7,6.1,6.6,7.4,8.5,10.5
glucose,182,485,2.1,185.0,9.729236,4.4,5.0,5.9,7.0,8.1,9.2,10.7,12.7,15.5
glucose,332,256,0.0,39.5,9.589689,5.5,6.1,6.8,7.6,8.5,9.5,11.0,12.7,14.4
glucose,288,159,0.0,28.9,7.434593,4.7,5.2,5.5,5.8,5.9,6.9,7.7,8.8,10.8
glucose,1155,73,3.6,21.0,7.293151,4.6,4.9,5.2,5.6,6.1,7.0,7.7,8.9,12.0
glucose,1145,39,0.0,17.3,7.8666663,5.0,5.7,6.0,7.1,7.4,7.7,8.3,9.1,11.3
glucose,672,32,3.1,14.5,7.8971877,4.7,5.1,5.76,5.9,6.6,8.2,10.19,10.6,13.1
glucose,3659,23,0.0,6.9,2.6391304,0.0,0.0,0.0,0.0,0.0,5.0,5.6,6.4,6.7
glucose,3671,15,0.0,4.9,1.8866668,0.0,0.0,0.0,0.0,0.0,2.9,3.7,4.1,4.6
glucose,220,15,31.0,76.0,45.733334,41.0,41.0,41.0,42.0,44.0,45.0,47.0,49.0,51.0
glucose,1,15,4.5,11.6,6.193333,4.6,4.9,5.1,5.9,6.1,6.1,6.4,6.6,8.1
glucose,3645,13,0.0,9.2,3.1538463,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.7,8.8
glucose,3437,13,0.0,13.3,4.8692307,0.0,0.0,0.0,0.0,0.0,8.0,9.7,11.0,11.3
glucose,160,12,2.16,3.19,2.6133335,2.38,2.42,2.42,2.45,2.48,2.56,2.61,3.1,3.14
glucose,6407,7,4.3,11.7,7.2,4.8,4.8,5.8,5.8,5.8,8.0,8.0,10.0,10.0
glucose,133,6,5.3,8.9,6.6666665,6.0,6.0,6.1,6.1,6.7,6.7,7.0,7.0,8.9
glucose,3436,6,0.0,17.2,10.816667,0.0,0.0,14.9,14.9,15.8,15.8,17.0,17.0,17.2
glucose,679,6,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
glucose,3494,5,0.0,12.2,4.7599998,0.0,0.0,0.0,0.0,0.0,0.0,11.6,11.6,12.2
glucose,49,5,3.8,5.6,4.9,3.8,4.8,4.8,4.9,4.9,4.9,5.4,5.4,5.6
glucose,847,4,4.4,12.3,6.6225004,4.4,4.59,4.59,4.59,5.2,5.2,5.2,5.2,12.3
glucose,3223,3,5.2,5.8,5.566667,5.2,5.2,5.7,5.7,5.7,5.7,5.7,5.8,5.8
glucose,1087,3,4.9,11.4,7.2999997,4.9,4.9,5.6,5.6,5.6,5.6,5.6,11.4,11.4
glucose,373,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glucose,382,2,7.8,8.7,8.25,7.8,7.8,7.8,7.8,8.7,8.7,8.7,8.7,8.7
glucose,3142,2,4.4,4.5,4.45,4.4,4.4,4.4,4.4,4.5,4.5,4.5,4.5,4.5
glucose,923,2,4.9,11.8,8.35,4.9,4.9,4.9,4.9,11.8,11.8,11.8,11.8,11.8
glucose,235,2,10.9,11.2,11.049999,10.9,10.9,10.9,10.9,11.2,11.2,11.2,11.2,11.2
glucose,9590,2,5.9,7.4,6.65,5.9,5.9,5.9,5.9,7.4,7.4,7.4,7.4,7.4
glucose,816,2,5.3,9.3,7.3,5.3,5.3,5.3,5.3,9.3,9.3,9.3,9.3,9.3
glucose,186,2,4.9,7.2,6.05,4.9,4.9,4.9,4.9,7.2,7.2,7.2,7.2,7.2
glucose,1595,1,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8
glucose,3083,1,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8
glucose,3550,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glucose,2386,1,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
glucose,276,1,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2
glucose,376,1,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6
glucose,259,1,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7
glucose,104,1,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5
glucose,9042,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
glucose,721,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glucose,13810,1,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9
glucose,3239,1,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7
glucose,4218,1,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2
glucose,10261,1,4.59,4.59,4.59,4.59,4.59,4.59,4.59,4.59,4.59,4.59,4.59,4.59
glucose,219,1,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2
glucose,13809,1,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9
glucose,1498,1,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3
glucose,835,1,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
glucose,1726,1,5.09,5.09,5.09,5.09,5.09,5.09,5.09,5.09,5.09,5.09,5.09,5.09
h_pylori,587,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
h_pylori,288,1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
h_pylori,522,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heart_failure,144,10,0.0,3.0,1.2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0
height,122,272717,0.0,177135.0,176.1366,155.0,160.0,163.0,167.0,169.5,172.0,175.0,177.8,180.8
height,173,1833,0.0,188.0,5.259787,1.57,1.63,1.66,1.69,1.72,1.736,1.77,1.8,1.83
height,408,438,70.0,190.5,168.75426,155.0,160.0,165.0,168.0,169.0,171.0,174.0,177.0,180.0
height,4445,1,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0
height,432,1,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68
hepatitis_b,3507,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hepatitis_c,155,24,6.0,11000000.0,1270269.4,60.0,18164.0,69000.0,110474.0,320000.0,579766.0,809705.0,2321958.0,3294259.0
hepatitis_c,288,3,5.9,2755274.0,1158747.6,5.9,5.9,720963.0,720963.0,720963.0,720963.0,720963.0,2755274.0,2755274.0
hepatitis_c,2388,2,1.2,1.3,1.25,1.2,1.2,1.2,1.2,1.3,1.3,1.3,1.3,1.3
hepatitis_c,421,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
hepatitis_c,4293,1,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19
hernia_abdominal,122,1,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6
hernia_diaphragm,63,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
hiv,1007,27,20.0,96000.0,3596.2964,20.0,40.0,40.0,40.0,43.0,50.0,50.0,50.0,50.0
hiv,1074,10,40.0,4023.0,448.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,137.0
hiv,22182,1,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0,2321.0
hypertension,1250,2,2.4,3.1,2.75,2.4,2.4,2.4,2.4,3.1,3.1,3.1,3.1,3.1
iron,285,11832,0.0,89.0,14.404688,5.9,8.0,10.0,11.9,13.3,15.0,17.0,19.6,23.7
iron,197,1291,1.0,51.0,13.812093,6.0,8.0,9.8,11.7,13.2,14.8,16.4,18.6,22.1
iron,218,112,1.7,48.0,14.106249,5.1,8.3,10.8,12.3,13.6,14.4,16.1,18.8,21.8
iron,348,37,5.0,47.5,14.68108,6.4,8.9,11.2,12.6,15.0,16.3,16.9,18.6,19.7
iron,1,36,3.0,52.0,20.741667,8.0,9.0,14.0,17.0,20.0,22.0,25.0,32.0,38.0
iron,288,17,4.9,36.5,15.641176,9.0,11.8,13.1,13.4,14.9,16.2,16.8,19.8,19.9
iron,411,8,14.1,20.0,15.825001,14.3,14.3,14.3,14.3,16.0,16.0,16.1,17.5,17.5
iron,816,7,8.3,26.5,15.942857,9.4,9.4,11.0,11.0,16.4,18.0,18.0,22.0,22.0
iron,139,5,2.27,3.69,2.81,2.27,2.46,2.46,2.5,2.5,2.5,3.13,3.13,3.69
iron,283,4,0.0,219.0,54.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0
iron,1108,3,3.7,17.0,8.900001,3.7,3.7,6.0,6.0,6.0,6.0,6.0,17.0,17.0
iron,405,2,15.0,28.0,21.5,15.0,15.0,15.0,15.0,28.0,28.0,28.0,28.0,28.0
iron,4178,2,1.3,20.8,11.049999,1.3,1.3,1.3,1.3,20.8,20.8,20.8,20.8,20.8
iron,783,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iron,160,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
iron,233,1,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0
iron,1155,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
iron,246,1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1
lymphocyte,77,408861,0.0,249.4,1.9375792,1.02,1.3,1.47,1.6,1.8,2.0,2.2,2.46,2.9
lymphocyte,307,25002,0.0,76.19,2.0272374,1.1,1.38,1.54,1.7,1.9,2.08,2.3,2.5,2.91
lymphocyte,82,20805,0.27,43.0,1.9790715,1.1,1.33,1.51,1.7,1.9,2.07,2.28,2.5,2.9
lymphocyte,305,19171,0.1,15.52,1.7826606,1.0,1.2,1.37,1.5,1.7,1.82,2.01,2.3,2.7
lymphocyte,321,5112,0.3,6.8,2.0940266,1.2,1.4,1.6,1.8,2.0,2.2,2.4,2.6,3.1
lymphocyte,69,5086,0.25,23.3,1.9051508,1.01,1.26,1.46,1.62,1.78,1.96,2.15,2.44,2.83
lymphocyte,884,3830,0.28,5.16,2.0396395,1.21,1.44,1.63,1.82,1.98,2.14,2.33,2.57,2.94
lymphocyte,6,2074,0.0,81.1,3.521314,1.16,1.4,1.64,1.8,2.0,2.18,2.4,2.7,3.35
lymphocyte,431,1574,0.0,28.0,2.0718992,1.2,1.4,1.6,1.8,1.9,2.1,2.3,2.6,3.0
lymphocyte,76,1507,0.06,202.0,2.4593422,0.76,1.0,1.2,1.38,1.55,1.71,1.95,2.24,3.0
lymphocyte,1,1452,0.0,87.0,23.233263,2.0,5.0,18.0,22.7,25.9,28.7,31.0,34.6,38.4
lymphocyte,335,1166,0.5,20.4,2.175379,1.2,1.4,1.6,1.9,2.0,2.2,2.4,2.7,3.2
lymphocyte,1250,1054,0.5,6.8,2.0953517,1.0,1.3,1.6,1.8,2.0,2.2,2.4,2.7,3.2
lymphocyte,1224,954,0.56,5.47,2.1603785,1.31,1.52,1.72,1.9,2.09,2.27,2.44,2.7,3.1
lymphocyte,323,858,0.41,22.4,2.0630414,1.08,1.4,1.59,1.75,1.91,2.13,2.4,2.68,3.2
lymphocyte,433,549,0.2,7.09,2.000146,1.1,1.4,1.6,1.8,1.97,2.1,2.3,2.6,2.9
lymphocyte,862,505,0.57,7.54,2.1354063,1.21,1.5,1.69,1.83,1.97,2.1,2.26,2.56,3.16
lymphocyte,585,366,0.68,6.98,2.1128953,1.38,1.59,1.71,1.88,2.0,2.2,2.37,2.63,2.9
lymphocyte,1243,355,0.68,20.6,2.1193244,1.32,1.52,1.72,1.88,2.08,2.21,2.4,2.55,2.86
lymphocyte,160,321,0.42,4.53,1.8538316,1.0,1.23,1.4,1.6,1.8,2.0,2.2,2.4,2.72
lymphocyte,986,304,0.45,5.45,1.9884869,1.14,1.36,1.57,1.73,1.89,2.09,2.32,2.52,2.95
lymphocyte,392,263,0.52,19.2,2.3452096,1.22,1.54,1.83,2.03,2.26,2.45,2.65,2.94,3.46
lymphocyte,1640,208,1.03,5.04,2.359135,1.51,1.65,1.86,2.04,2.27,2.44,2.71,2.93,3.37
lymphocyte,821,198,0.57,166.0,2.9517171,1.4,1.5,1.6,1.87,2.0,2.2,2.5,2.7,3.1
lymphocyte,1681,193,0.69,3.62,1.9286009,1.29,1.46,1.59,1.72,1.82,1.95,2.12,2.38,2.81
lymphocyte,334,188,0.8,41.5,2.3379254,1.2,1.4,1.6,1.7,1.9,2.1,2.2,2.4,2.9
lymphocyte,74,142,1.03,5.08,2.090774,1.37,1.51,1.7,1.83,2.0,2.12,2.32,2.55,3.0
lymphocyte,1045,139,0.9,4.5,2.0107913,1.4,1.5,1.6,1.7,1.9,2.1,2.3,2.4,2.9
lymphocyte,416,133,0.83,4.6,2.0108275,1.29,1.44,1.58,1.77,1.96,2.08,2.31,2.46,2.83
lymphocyte,1354,132,0.4,5.07,2.2362876,1.21,1.5,1.81,1.96,2.1,2.3,2.6,3.07,3.32
lymphocyte,1388,103,0.7,5.3,2.1300976,1.3,1.6,1.7,1.8,2.1,2.3,2.5,2.6,3.0
lymphocyte,368,103,0.7,4.54,2.1649513,1.32,1.57,1.74,1.91,2.08,2.29,2.43,2.6,2.98
lymphocyte,933,96,0.5,3.6,2.0041664,1.1,1.5,1.7,1.9,2.0,2.2,2.3,2.6,2.9
lymphocyte,79,95,0.5,4.3,1.9000002,1.1,1.3,1.5,1.7,1.9,2.0,2.3,2.5,2.6
lymphocyte,1103,77,0.8,5.2,2.11948,1.2,1.5,1.7,1.9,2.0,2.2,2.2,2.6,3.1
lymphocyte,923,73,0.9,4.2,2.0783563,1.2,1.5,1.7,1.9,2.01,2.2,2.3,2.5,3.0
lymphocyte,7048,63,0.54,4.02,1.9620637,1.12,1.3,1.53,1.64,1.84,2.01,2.17,2.74,3.16
lymphocyte,303,50,0.7,3.78,1.9835997,1.23,1.4,1.6,1.7,1.92,2.1,2.26,2.45,2.7
lymphocyte,1256,46,1.2,5.5,2.5000002,1.5,1.7,1.8,1.9,2.1,2.3,2.7,3.4,4.5
lymphocyte,1581,36,1.3,4.1,1.9500002,1.3,1.3,1.5,1.7,1.9,1.9,2.0,2.3,2.9
lymphocyte,1133,35,0.9,3.2,1.9785712,1.1,1.5,1.7,1.8,1.9,2.1,2.4,2.5,2.8
lymphocyte,246,29,1.11,63.0,25.68138,1.8,2.22,2.72,18.0,23.0,28.0,49.1,52.4,54.4
lymphocyte,1034,25,1.1,3.6,1.88,1.1,1.2,1.4,1.6,1.7,1.9,2.2,2.5,2.9
lymphocyte,1113,24,0.0,10.2,2.1041667,1.0,1.5,1.6,1.7,1.8,1.9,2.0,2.3,2.9
lymphocyte,1194,21,1.1,5.9,2.4190474,1.3,1.5,1.6,1.8,2.3,2.5,2.6,2.9,3.7
lymphocyte,138,20,1.2,2.8,1.9650002,1.5,1.7,1.8,1.9,1.9,2.0,2.0,2.2,2.7
lymphocyte,347,19,1.09,20.24,5.760526,1.19,1.46,1.49,1.49,1.83,2.36,12.89,13.33,14.39
lymphocyte,405,18,1.0,2.84,1.6872221,1.05,1.11,1.34,1.4,1.62,1.7,1.9,2.17,2.23
lymphocyte,254,18,1.0,3.63,2.115,1.6,1.6,1.71,1.88,1.97,2.1,2.5,2.7,2.7
lymphocyte,75,15,1.1,3.2,2.1073334,1.13,1.57,1.7,2.2,2.3,2.3,2.5,2.66,2.7
lymphocyte,1271,11,1.5,4.6,2.3454547,1.6,1.7,1.9,1.9,2.0,2.0,2.2,2.7,3.7
lymphocyte,67,8,1.15,3.2,1.8975,1.35,1.35,1.55,1.63,1.75,1.75,1.96,2.59,2.59
